Date,MaxTemp,MinTemp,AvgTemp,DepartureTemp,HDD,CDD,Precipitation,NewSnow,SnowDepth
2004-10-18,53,36,44.5,-7.3,20,0,T,0,0
2004-10-19,52,49,50.5,-1,14,0,T,0,0
2004-10-20,53,50,51.5,0.3,13,0,T,0,0
2004-10-21,58,48,53,2.2,12,0,0,0,0
2004-10-22,63,45,54,3.5,11,0,T,0,0
2004-10-23,76,55,65.5,15.3,0,1,1.17,0,0
2004-10-24,67,42,54.5,4.7,10,0,0,0,0
2004-10-25,75,38,56.5,7,8,0,0,0,0
2004-10-26,60,53,56.5,7.3,8,0,0.01,0,0
2004-10-27,62,53,57.5,8.7,7,0,0,0,0
2004-10-28,61,46,53.5,5,11,0,T,0,0
2004-10-29,76,61,68.5,20.4,0,4,0.51,0,0
2004-10-30,72,50,61,13.3,4,0,0.06,0,0
2004-10-31,56,45,50.5,3.1,14,0,0,0,0
2004-11-01,51,48,49.5,2.5,15,0,1.08,0,0
2004-11-02,49,45,47,0.4,18,0,0.05,0,0
2004-11-03,53,45,49,2.8,16,0,0.01,0,0
2004-11-04,51,41,46,0.2,19,0,0.53,0,0
2004-11-05,54,35,44.5,-0.9,20,0,0,0,0
2004-11-06,65,42,53.5,8.6,11,0,0,0,0
2004-11-07,57,37,47,2.5,18,0,0,0,0
2004-11-08,46,31,38.5,-5.5,26,0,0,0,0
2004-11-09,53,36,44.5,0.9,20,0,0,0,0
2004-11-10,62,47,54.5,11.4,10,0,0,0,0
2004-11-11,52,35,43.5,0.9,21,0,T,0,0
2004-11-12,47,30,38.5,-3.7,26,0,0,0,0
2004-11-13,46,26,36,-5.7,29,0,0,0,0
2004-11-14,50,26,38,-3.2,27,0,0,0,0
2004-11-15,50,30,40,-0.7,25,0,0.05,0,0
2004-11-16,56,46,51,10.8,14,0,T,0,0
2004-11-17,63,54,58.5,18.8,6,0,T,0,0
2004-11-18,61,49,55,15.8,10,0,0.18,0,0
2004-11-19,55,49,52,13.3,13,0,0.25,0,0
2004-11-20,54,43,48.5,10.4,16,0,T,0,0
2004-11-21,46,30,38,0.4,27,0,0,0,0
2004-11-22,48,35,41.5,4.4,23,0,0,0,0
2004-11-23,51,39,45,8.4,20,0,T,0,0
2004-11-24,43,30,36.5,0.4,28,0,0.82,4.3,0
2004-11-25,33,21,27,-8.6,38,0,0,0,4
2004-11-26,45,28,36.5,1.4,28,0,0.03,0,3
2004-11-27,47,37,42,7.4,23,0,0.7,0,0
2004-11-28,44,33,38.5,4.4,26,0,T,0,0
2004-11-29,38,32,35,1.4,30,0,0.07,T,0
2004-11-30,40,32,36,2.8,29,0,0.51,0.8,0
2004-12-01,32,25,28.5,-4.2,36,0,T,0.1,1
2004-12-02,37,25,31,-1.3,34,0,0,0,1
2004-12-03,36,23,29.5,-2.3,35,0,0,0,0
2004-12-04,42,29,35.5,4.1,29,0,0,0,0
2004-12-05,47,26,36.5,5.5,28,0,0.02,0,0
2004-12-06,50,40,45,14.4,20,0,0.16,0,0
2004-12-07,50,41,45.5,15.3,19,0,0.77,0,0
2004-12-08,41,36,38.5,8.7,26,0,0,0,0
2004-12-09,50,37,43.5,14.1,21,0,T,0,0
2004-12-10,45,37,41,11.9,24,0,0.13,0,0
2004-12-11,37,32,34.5,5.8,30,0,T,T,0
2004-12-12,44,30,37,8.6,28,0,T,T,0
2004-12-13,30,19,24.5,-3.6,40,0,T,T,0
2004-12-14,28,16,22,-5.8,43,0,0,0,0
2004-12-15,38,18,28,0.5,37,0,0,0,0
2004-12-16,43,28,35.5,8.2,29,0,0,0,0
2004-12-17,33,19,26,-1,39,0,0,0,0
2004-12-18,38,18,28,1.3,37,0,0.02,0.2,0
2004-12-19,18,4,11,-15.5,54,0,T,T,0
2004-12-20,29,10,19.5,-6.8,45,0,T,T,0
2004-12-21,35,14,24.5,-1.6,40,0,T,T,0
2004-12-22,14,8,11,-14.9,54,0,0,0,0
2004-12-23,18,5,11.5,-14.2,53,0,T,T,0
2004-12-24,12,-2,5,-20.5,60,0,0,0,0
2004-12-25,19,11,15,-10.4,50,0,0.02,0.3,0
2004-12-26,24,12,18,-7.2,47,0,T,T,0
2004-12-27,26,8,17,-8,48,0,0,0,0
2004-12-28,41,24,32.5,7.6,32,0,0,0,0
2004-12-29,40,26,33,8.2,32,0,0,0,0
2004-12-30,57,31,44,19.4,21,0,0.03,0,0
2004-12-31,56,29,42.5,18,22,0,0,0,0
2005-01-01,41,25,33,8.6,32,0,0.31,0,0
2005-01-02,54,33,43.5,19.2,21,0,0.08,0,0
2005-01-03,36,32,34,9.8,31,0,0.36,0,0
2005-01-04,35,30,32.5,8.4,32,0,0.05,1.2,0
2005-01-05,31,26,28.5,4.5,36,0,0.38,6.2,2
2005-01-06,27,12,19.5,-4.4,45,0,0.19,2.4,9
2005-01-07,28,7,17.5,-6.4,47,0,T,T,8
2005-01-08,27,24,25.5,1.7,39,0,T,T,8
2005-01-09,34,26,30,6.3,35,0,T,0,7
2005-01-10,35,29,32,8.3,33,0,T,T,5
2005-01-11,36,30,33,9.4,32,0,0.13,T,4
2005-01-12,62,34,48,24.4,17,0,0.89,0,3
2005-01-13,46,15,30.5,7,34,0,0.63,1,0
2005-01-14,15,4,9.5,-14,55,0,0,0,1
2005-01-15,15,4,9.5,-14,55,0,0,0,1
2005-01-16,14,3,8.5,-15,56,0,0,0,0
2005-01-17,11,2,6.5,-16.9,58,0,0,0,0
2005-01-18,23,1,12,-11.4,53,0,0.09,1.2,0
2005-01-19,35,23,29,5.6,36,0,T,T,1
2005-01-20,28,23,25.5,2.1,39,0,0.09,1.5,0
2005-01-21,24,17,20.5,-3,44,0,0.26,4.8,2
2005-01-22,23,11,17,-6.5,48,0,0.46,6.2,9
2005-01-23,23,8,15.5,-8,49,0,T,0.2,12
2005-01-24,31,21,26,2.4,39,0,0,0,8
2005-01-25,43,23,33,9.4,32,0,0,0,7
2005-01-26,35,17,26,2.3,39,0,0.02,0.3,5
2005-01-27,21,5,13,-10.8,52,0,0.06,2.8,7
2005-01-28,27,2,14.5,-9.4,50,0,0,0,7
2005-01-29,35,20,27.5,3.5,37,0,0,0,6
2005-01-30,35,25,30,5.9,35,0,0,0,5
2005-01-31,37,19,28,3.8,37,0,0,0,5
2005-02-01,34,22,28,3.7,37,0,0,0,4
2005-02-02,36,16,26,1.5,39,0,0,0,4
2005-02-03,44,15,29.5,4.8,35,0,0,0,3
2005-02-04,50,22,36,11.2,29,0,0,0,3
2005-02-05,55,36,45.5,20.5,19,0,0,0,1
2005-02-06,47,39,43,17.8,22,0,0.02,0,0
2005-02-07,45,33,39,13.6,26,0,0.19,0,0
2005-02-08,33,25,29,3.3,36,0,T,T,0
2005-02-09,31,24,27.5,1.6,37,0,0.01,0.4,0
2005-02-10,32,22,27,0.8,38,0,T,T,0
2005-02-11,42,23,32.5,6.1,32,0,0.01,0.1,0
2005-02-12,51,33,42,15.3,23,0,0,0,0
2005-02-13,41,35,38,11,27,0,0.6,0,0
2005-02-14,49,37,43,15.7,22,0,0.16,0,0
2005-02-15,42,33,37.5,9.9,27,0,0.26,T,0
2005-02-16,33,26,29.5,1.6,35,0,T,T,0
2005-02-17,27,17,22,-6.2,43,0,T,T,0
2005-02-18,26,11,18.5,-10,46,0,0,0,0
2005-02-19,41,22,31.5,2.7,33,0,T,T,0
2005-02-20,37,31,34,4.8,31,0,0.42,1,1
2005-02-21,36,33,34.5,5,30,0,0,0,0
2005-02-22,36,21,28.5,-1.4,36,0,T,0.1,0
2005-02-23,36,20,28,-2.2,37,0,0,0,0
2005-02-24,36,27,31.5,0.9,33,0,T,T,0
2005-02-25,41,27,34,3,31,0,T,T,T
2005-02-26,33,25,29,-2.3,36,0,T,T,0
2005-02-27,40,26,33,1.3,32,0,0.2,0,0
2005-02-28,35,26,30.5,-1.6,34,0,0.32,1.1,0
2005-03-01,27,19,23,-9.4,42,0,T,0.1,1
2005-03-02,27,13,20,-12.8,45,0,0,0,1
2005-03-03,34,14,24,-9.2,41,0,0,0,0
2005-03-04,44,20,32,-1.6,33,0,0.03,0,0
2005-03-05,41,35,38,4.1,27,0,0,0,0
2005-03-06,64,35,49.5,15.2,15,0,T,0,0
2005-03-07,57,27,42,7.3,23,0,0.02,T,0
2005-03-08,30,18,24,-11.1,41,0,T,T,0
2005-03-09,30,18,24,-11.4,41,0,0,0,0
2005-03-10,37,20,28.5,-7.3,36,0,0.17,1.5,0
2005-03-11,35,25,30,-6.2,35,0,0.05,0.6,1
2005-03-12,34,18,26,-10.5,39,0,T,T,1
2005-03-13,33,13,23,-13.9,42,0,0,0,0
2005-03-14,36,21,28.5,-8.7,36,0,T,T,0
2005-03-15,41,21,31,-6.6,34,0,0,0,0
2005-03-16,50,24,37,-0.9,28,0,T,0,0
2005-03-17,35,29,32,-6.3,33,0,0.06,0.6,1
2005-03-18,44,33,38.5,-0.2,26,0,0.02,0,0
2005-03-19,51,33,42,3,23,0,0.11,0,0
2005-03-20,41,27,34,-5.4,31,0,0,0,0
2005-03-21,38,26,32,-7.7,33,0,0,0,0
2005-03-22,42,31,36.5,-3.6,28,0,0.02,T,0
2005-03-23,40,27,33.5,-6.9,31,0,0.1,0.3,0
2005-03-24,50,22,36,-4.8,29,0,0.09,0,0
2005-03-25,39,33,36,-5.1,29,0,0.19,0.1,0
2005-03-26,44,30,37,-4.5,28,0,T,T,T
2005-03-27,49,26,37.5,-4.3,27,0,0,0,0
2005-03-28,60,27,43.5,1.3,21,0,0,0,0
2005-03-29,71,33,52,9.5,13,0,0,0,0
2005-03-30,77,54,65.5,22.6,0,1,0.62,0,0
2005-03-31,59,39,49,5.8,16,0,T,0,0
2005-04-01,56,34,45,1.4,20,0,0.15,0,0
2005-04-02,56,30,43,-0.9,22,0,0.03,0,0
2005-04-03,64,31,47.5,3.2,17,0,0,0,0
2005-04-04,68,36,52,7.3,13,0,0,0,0
2005-04-05,76,47,61.5,16.5,3,0,0,0,0
2005-04-06,80,45,62.5,17.1,2,0,0.02,0,0
2005-04-07,54,41,47.5,1.7,17,0,0.01,0,0
2005-04-08,61,36,48.5,2.4,16,0,0,0,0
2005-04-09,68,35,51.5,5,13,0,0,0,0
2005-04-10,79,44,61.5,14.6,3,0,0,0,0
2005-04-11,76,53,64.5,17.3,0,0,T,0,0
2005-04-12,54,42,48,0.4,17,0,0.63,0,0
2005-04-13,54,39,46.5,-1.5,18,0,0,0,0
2005-04-14,63,31,47,-1.4,18,0,0,0,0
2005-04-15,63,33,48,-0.7,17,0,0,0,0
2005-04-16,74,37,55.5,6.4,9,0,T,0,0
2005-04-17,76,47,61.5,12,3,0,0.02,0,0
2005-04-18,83,45,64,14.1,1,0,0,0,0
2005-04-19,81,60,70.5,20.3,0,6,0,0,0
2005-04-20,70,43,56.5,5.9,8,0,T,0,0
2005-04-21,57,42,49.5,-1.5,15,0,0,0,0
2005-04-22,46,38,42,-9.3,23,0,0.67,0,0
2005-04-23,42,35,38.5,-13.2,26,0,T,T,0
2005-04-24,54,33,43.5,-8.5,21,0,0,0,0
2005-04-25,67,39,53,0.6,12,0,T,0,0
2005-04-26,57,43,50,-2.8,15,0,T,0,0
2005-04-27,55,40,47.5,-5.6,17,0,T,0,0
2005-04-28,57,38,47.5,-6,17,0,T,0,0
2005-04-29,53,39,46,-7.8,19,0,0,0,0
2005-04-30,58,34,46,-8.1,19,0,0,0,0
2005-05-01,49,35,42,-12.5,23,0,T,0,0
2005-05-02,44,35,39.5,-15.3,25,0,T,T,0
2005-05-03,52,33,42.5,-12.6,22,0,0,0,0
2005-05-04,62,33,47.5,-8,17,0,0,0,0
2005-05-05,70,38,54,-1.8,11,0,0,0,0
2005-05-06,76,50,63,6.9,2,0,0.03,0,0
2005-05-07,60,45,52.5,-3.9,12,0,0,0,0
2005-05-08,85,43,64,7.3,1,0,0,0,0
2005-05-09,77,62,69.5,12.5,0,5,0.15,0,0
2005-05-10,82,60,71,13.7,0,6,0,0,0
2005-05-11,64,43,53.5,-4.2,11,0,0.3,T,0
2005-05-12,55,42,48.5,-9.5,16,0,0.07,0,0
2005-05-13,73,49,61,2.7,4,0,T,0,0
2005-05-14,64,47,55.5,-3.1,9,0,0.06,0,0
2005-05-15,54,41,47.5,-11.4,17,0,0,0,0
2005-05-16,60,44,52,-7.2,13,0,0,0,0
2005-05-17,71,49,60,0.6,5,0,T,0,0
2005-05-18,75,57,66,6.3,0,1,T,0,0
2005-05-19,72,51,61.5,1.5,3,0,1.27,0,0
2005-05-20,68,47,57.5,-2.8,7,0,0,0,0
2005-05-21,73,43,58,-2.6,7,0,T,0,0
2005-05-22,80,57,68.5,7.5,0,4,T,0,0
2005-05-23,70,52,61,-0.3,4,0,T,0,0
2005-05-24,67,47,57,-4.6,8,0,0,0,0
2005-05-25,69,47,58,-3.9,7,0,0,0,0
2005-05-26,75,56,65.5,3.3,0,1,T,0,0
2005-05-27,70,48,59,-3.5,6,0,0.1,0,0
2005-05-28,68,48,58,-4.8,7,0,0.01,0,0
2005-05-29,70,43,56.5,-6.7,8,0,0,0,0
2005-05-30,74,46,60,-3.5,5,0,0,0,0
2005-05-31,72,46,59,-4.8,6,0,0,0,0
2005-06-01,80,50,65,0.9,0,0,0,0,0
2005-06-02,76,56,66,1.5,0,1,0.01,0,0
2005-06-03,73,60,66.5,1.7,0,2,0,0,0
2005-06-04,86,57,71.5,6.3,0,7,0.39,0,0
2005-06-05,87,68,77.5,12,0,13,0.01,0,0
2005-06-06,89,66,77.5,11.7,0,13,0,0,0
2005-06-07,92,61,76.5,10.3,0,12,0.02,0,0
2005-06-08,89,66,77.5,11,0,13,0.24,0,0
2005-06-09,89,64,76.5,9.6,0,12,0,0,0
2005-06-10,88,67,77.5,10.3,0,13,0.02,0,0
2005-06-11,88,72,80,12.4,0,15,0,0,0
2005-06-12,80,70,75,7.1,0,10,T,0,0
2005-06-13,89,67,78,9.7,0,13,0.02,0,0
2005-06-14,80,67,73.5,4.9,0,9,0.01,0,0
2005-06-15,70,58,64,-4.9,1,0,T,0,0
2005-06-16,79,53,66,-3.3,0,1,0,0,0
2005-06-17,70,51,60.5,-9.1,4,0,0,0,0
2005-06-18,71,53,62,-7.9,3,0,0,0,0
2005-06-19,78,52,65,-5.2,0,0,0,0,0
2005-06-20,86,52,69,-1.5,0,4,0,0,0
2005-06-21,89,60,74.5,3.7,0,10,0,0,0
2005-06-22,85,59,72,0.9,0,7,0,0,0
2005-06-23,93,60,76.5,5.1,0,12,0,0,0
2005-06-24,96,76,86,14.4,0,21,0,0,0
2005-06-25,91,69,80,8.1,0,15,0,0,0
2005-06-26,93,70,81.5,9.4,0,17,0,0,0
2005-06-27,95,68,81.5,9.1,0,17,0,0,0
2005-06-28,94,76,85,12.4,0,20,T,0,0
2005-06-29,90,73,81.5,8.7,0,17,0.02,0,0
2005-06-30,91,72,81.5,8.5,0,17,0.02,0,0
2005-07-01,76,62,69,-4.2,0,4,0,0,0
2005-07-02,75,54,64.5,-8.8,0,0,0,0,0
2005-07-03,86,54,70,-3.5,0,5,0,0,0
2005-07-04,87,67,77,3.4,0,12,0.1,0,0
2005-07-05,87,63,75,1.3,0,10,0,0,0
2005-07-06,80,64,72,-1.8,0,7,0,0,0
2005-07-07,81,64,72.5,-1.4,0,8,0,0,0
2005-07-08,85,60,72.5,-1.5,0,8,0,0,0
2005-07-09,88,56,72,-2.1,0,7,0,0,0
2005-07-10,91,60,75.5,1.3,0,11,0,0,0
2005-07-11,89,63,76,1.8,0,11,0,0,0
2005-07-12,85,72,78.5,4.2,0,14,0.03,0,0
2005-07-13,86,73,79.5,5.2,0,15,T,0,0
2005-07-14,87,71,79,4.7,0,14,0,0,0
2005-07-15,87,70,78.5,4.2,0,14,T,0,0
2005-07-16,93,68,80.5,6.2,0,16,0,0,0
2005-07-17,97,70,83.5,9.2,0,19,0,0,0
2005-07-18,91,75,83,8.7,0,18,0,0,0
2005-07-19,92,66,79,4.7,0,14,0,0,0
2005-07-20,92,63,77.5,3.3,0,13,0.6,0,0
2005-07-21,88,70,79,4.8,0,14,T,0,0
2005-07-22,86,64,75,0.8,0,10,0,0,0
2005-07-23,83,64,73.5,-0.6,0,9,0.03,0,0
2005-07-24,102,78,90,15.9,0,25,0,0,0
2005-07-25,89,72,80.5,6.5,0,16,0.49,0,0
2005-07-26,84,66,75,1,0,10,0.7,0,0
2005-07-27,74,56,65,-8.9,0,0,0,0,0
2005-07-28,79,53,66,-7.9,0,1,0,0,0
2005-07-29,83,61,72,-1.8,0,7,0,0,0
2005-07-30,86,59,72.5,-1.3,0,8,0,0,0
2005-07-31,89,69,79,5.3,0,14,0,0,0
2005-08-01,93,69,81,7.3,0,16,0,0,0
2005-08-02,92,65,78.5,4.9,0,14,0,0,0
2005-08-03,93,74,83.5,10,0,19,T,0,0
2005-08-04,88,76,82,8.5,0,17,T,0,0
2005-08-05,84,62,73,-0.4,0,8,0,0,0
2005-08-06,84,59,71.5,-1.9,0,7,0,0,0
2005-08-07,89,58,73.5,0.2,0,9,0,0,0
2005-08-08,93,63,78,4.8,0,13,0,0,0
2005-08-09,95,65,80,6.8,0,15,0.2,0,0
2005-08-10,90,68,79,5.9,0,14,0.02,0,0
2005-08-11,77,67,72,-1,0,7,0.18,0,0
2005-08-12,85,72,78.5,5.5,0,14,0.46,0,0
2005-08-13,75,68,71.5,-1.4,0,7,0.01,0,0
2005-08-14,76,61,68.5,-4.3,0,4,0,0,0
2005-08-15,82,60,71,-1.7,0,6,0,0,0
2005-08-16,84,63,73.5,0.8,0,9,0,0,0
2005-08-17,84,58,71,-1.6,0,6,0,0,0
2005-08-18,84,69,76.5,4,0,12,0.25,0,0
2005-08-19,88,69,78.5,6.2,0,14,0,0,0
2005-08-20,86,69,77.5,5.3,0,13,1.35,0,0
2005-08-21,82,65,73.5,1.4,0,9,0,0,0
2005-08-22,73,61,67,-5,0,2,0,0,0
2005-08-23,73,58,65.5,-6.3,0,1,0,0,0
2005-08-24,76,57,66.5,-5.2,0,2,0,0,0
2005-08-25,81,63,72,0.5,0,7,0,0,0
2005-08-26,83,66,74.5,3.2,0,10,T,0,0
2005-08-27,84,67,75.5,4.4,0,11,T,0,0
2005-08-28,86,64,75,4.1,0,10,0,0,0
2005-08-29,85,62,73.5,2.8,0,9,0,0,0
2005-08-30,80,61,70.5,0,0,6,0,0,0
2005-08-31,80,62,71,0.8,0,6,0,0,0
2005-09-01,85,66,75.5,5.5,0,11,0,0,0
2005-09-02,83,61,72,2.3,0,7,0,0,0
2005-09-03,80,58,69,-0.4,0,4,0,0,0
2005-09-04,84,56,70,0.9,0,5,0,0,0
2005-09-05,87,58,72.5,3.7,0,8,0,0,0
2005-09-06,87,60,73.5,5.1,0,9,0,0,0
2005-09-07,88,67,77.5,9.4,0,13,0.07,0,0
2005-09-08,80,64,72,4.2,0,7,0,0,0
2005-09-09,87,61,74,6.6,0,9,0,0,0
2005-09-10,92,67,79.5,12.5,0,15,0,0,0
2005-09-11,90,69,79.5,12.9,0,15,0,0,0
2005-09-12,90,68,79,12.8,0,14,0,0,0
2005-09-13,94,71,82.5,16.7,0,18,0.01,0,0
2005-09-14,76,57,66.5,1.1,0,2,0.16,0,0
2005-09-15,70,54,62,-3,3,0,0.34,0,0
2005-09-16,70,54,62,-2.6,3,0,0.01,0,0
2005-09-17,77,52,64.5,0.4,0,0,0,0,0
2005-09-18,81,54,67.5,3.8,0,3,0,0,0
2005-09-19,84,65,74.5,11.3,0,10,0.5,0,0
2005-09-20,83,55,69,6.2,0,4,0,0,0
2005-09-21,87,53,70,7.7,0,5,0,0,0
2005-09-22,87,63,75,13.1,0,10,0.71,0,0
2005-09-23,67,62,64.5,3.1,0,0,0,0,0
2005-09-24,71,63,67,6,0,2,0.13,0,0
2005-09-25,75,67,71,10.4,0,6,0.12,0,0
2005-09-26,69,51,60,-0.1,5,0,0.02,0,0
2005-09-27,74,47,60.5,0.8,4,0,0,0,0
2005-09-28,73,50,61.5,2.3,3,0,0.59,0,0
2005-09-29,62,43,52.5,-6.3,12,0,0,0,0
2005-09-30,71,44,57.5,-0.9,7,0,0,0,0
2005-10-01,79,51,65,7,0,0,0,0,0
2005-10-02,84,54,69,11.4,0,4,0.94,0,0
2005-10-03,85,70,77.5,20.3,0,13,0,0,0
2005-10-04,87,71,79,22.2,0,14,0,0,0
2005-10-05,84,69,76.5,20.1,0,12,0,0,0
2005-10-06,69,47,58,2,7,0,0,0,0
2005-10-07,54,43,48.5,-7.1,16,0,T,0,0
2005-10-08,53,43,48,-7.2,17,0,0,0,0
2005-10-09,59,46,52.5,-2.4,12,0,0,0,0
2005-10-10,63,44,53.5,-1,11,0,0,0,0
2005-10-11,60,55,57.5,3.3,7,0,T,0,0
2005-10-12,63,55,59,5.2,6,0,T,0,0
2005-10-13,72,49,60.5,7,4,0,T,0,0
2005-10-14,76,48,62,8.9,3,0,0,0,0
2005-10-15,67,48,57.5,4.7,7,0,0,0,0
2005-10-16,63,41,52,-0.5,13,0,0,0,0
2005-10-17,75,41,58,5.9,7,0,0.05,0,0
2005-10-18,73,43,58,6.2,7,0,0,0,0
2005-10-19,64,47,55.5,4,9,0,0,0,0
2005-10-20,56,45,50.5,-0.7,14,0,0,0,0
2005-10-21,58,47,52.5,1.7,12,0,0,0,0
2005-10-22,54,38,46,-4.5,19,0,0.08,0,0
2005-10-23,48,32,40,-10.2,25,0,0.18,T,0
2005-10-24,51,40,45.5,-4.3,19,0,0.01,0,0
2005-10-25,51,38,44.5,-5,20,0,0.04,0,0
2005-10-26,52,35,43.5,-5.7,21,0,0,0,0
2005-10-27,54,34,44,-4.8,21,0,T,0,0
2005-10-28,57,31,44,-4.5,21,0,0,0,0
2005-10-29,61,28,44.5,-3.6,20,0,0,0,0
2005-10-30,65,43,54,6.3,11,0,0,0,0
2005-10-31,57,50,53.5,6.1,11,0,0.09,0,0
2005-11-01,56,39,47.5,0.5,17,0,T,0,0
2005-11-02,66,38,52,5.4,13,0,0,0,0
2005-11-03,70,53,61.5,15.3,3,0,0,0,0
2005-11-04,70,49,59.5,13.7,5,0,T,0,0
2005-11-05,62,46,54,8.6,11,0,0.3,0,0
2005-11-06,61,40,50.5,5.6,14,0,0.46,0,0
2005-11-07,62,36,49,4.5,16,0,0,0,0
2005-11-08,62,47,54.5,10.5,10,0,0.08,0,0
2005-11-09,66,41,53.5,9.9,11,0,0,0,0
2005-11-10,48,29,38.5,-4.6,26,0,0,0,0
2005-11-11,60,34,47,4.4,18,0,0,0,0
2005-11-12,65,43,54,11.8,11,0,0.31,0,0
2005-11-13,61,36,48.5,6.8,16,0,T,0,0
2005-11-14,49,28,38.5,-2.7,26,0,0.1,0,0
2005-11-15,55,37,46,5.3,19,0,0.12,0,0
2005-11-16,37,21,29,-11.2,36,0,T,0.1,0
2005-11-17,28,15,21.5,-18.2,43,0,0,0,0
2005-11-18,38,21,29.5,-9.7,35,0,0,0,0
2005-11-19,53,32,42.5,3.8,22,0,0,0,0
2005-11-20,45,32,38.5,0.4,26,0,0,0,0
2005-11-21,49,35,42,4.4,23,0,0,0,0
2005-11-22,39,24,31.5,-5.6,33,0,0,0,0
2005-11-23,44,30,37,0.4,28,0,0.09,1,0
2005-11-24,41,16,28.5,-7.6,36,0,T,0,0
2005-11-25,27,13,20,-15.6,45,0,0.06,0.7,1
2005-11-26,46,18,32,-3.1,33,0,0,0,1
2005-11-27,55,40,47.5,12.9,17,0,0.13,0,0
2005-11-28,61,39,50,15.9,15,0,0.65,0,0
2005-11-29,39,26,32.5,-1.1,32,0,0.01,0.1,0
2005-11-30,27,20,23.5,-9.7,41,0,T,T,0
2005-12-01,29,20,24.5,-8.2,40,0,0.02,0.3,0
2005-12-02,24,13,18.5,-13.8,46,0,T,T,0
2005-12-03,30,20,25,-6.8,40,0,0.07,1.1,T
2005-12-04,28,12,20,-11.4,45,0,0.02,0.2,1
2005-12-05,17,4,10.5,-20.5,54,0,0,0,1
2005-12-06,17,4,10.5,-20.1,54,0,T,T,1
2005-12-07,15,0,7.5,-22.7,57,0,0,0,1
2005-12-08,28,3,15.5,-14.3,49,0,0.4,6.7,1
2005-12-09,28,11,19.5,-9.9,45,0,T,0.1,7
2005-12-10,32,12,22,-7.1,43,0,0.09,0.6,6
2005-12-11,33,7,20,-8.7,45,0,0.01,0.1,6
2005-12-12,28,9,18.5,-9.9,46,0,T,T,6
2005-12-13,28,23,25.5,-2.6,39,0,T,T,5
2005-12-14,35,28,31.5,3.7,33,0,0.06,0.5,5
2005-12-15,35,24,29.5,2,35,0,0.02,0.2,4
2005-12-16,24,18,21,-6.3,44,0,0.02,0.3,4
2005-12-17,20,11,15.5,-11.5,49,0,0,0,4
2005-12-18,15,4,9.5,-17.2,55,0,0,0,4
2005-12-19,11,-1,5,-21.5,60,0,0,0,4
2005-12-20,21,5,13,-13.3,52,0,0,0,4
2005-12-21,20,3,11.5,-14.6,53,0,0,0,4
2005-12-22,38,6,22,-3.9,43,0,0,0,4
2005-12-23,44,37,40.5,14.8,24,0,0,0,3
2005-12-24,39,34,36.5,11,28,0,0.28,0,1
2005-12-25,36,33,34.5,9.1,30,0,0.03,T,0
2005-12-26,37,32,34.5,9.3,30,0,T,0,0
2005-12-27,47,32,39.5,14.5,25,0,T,0,0
2005-12-28,39,34,36.5,11.6,28,0,0.01,0,0
2005-12-29,37,32,34.5,9.7,30,0,T,0,0
2005-12-30,38,33,35.5,10.9,29,0,0.33,0.3,0
2005-12-31,37,32,34.5,10,30,0,T,0,0
2006-01-01,45,26,35.5,11.1,29,0,0.03,0,0
2006-01-02,42,40,41,16.7,24,0,0.37,0,0
2006-01-03,42,39,40.5,16.3,24,0,T,0,0
2006-01-04,43,36,39.5,15.4,25,0,0.02,0,0
2006-01-05,37,31,34,10,31,0,T,T,0
2006-01-06,31,28,29.5,5.6,35,0,0,0,0
2006-01-07,39,28,33.5,9.6,31,0,0,0,0
2006-01-08,45,32,38.5,14.7,26,0,0,0,0
2006-01-09,38,33,35.5,11.8,29,0,0,0,0
2006-01-10,38,20,29,5.3,36,0,0.05,0,0
2006-01-11,42,37,39.5,15.9,25,0,0.05,0,0
2006-01-12,57,38,47.5,23.9,17,0,0,0,0
2006-01-13,49,32,40.5,17,24,0,0.67,0.8,0
2006-01-14,37,28,32.5,9,32,0,0,0,T
2006-01-15,45,27,36,12.5,29,0,0,0,0
2006-01-16,47,30,38.5,15,26,0,0,0,0
2006-01-17,43,27,35,11.6,30,0,T,T,0
2006-01-18,35,20,27.5,4.1,37,0,T,T,0
2006-01-19,55,27,41,17.6,24,0,0,0,0
2006-01-20,46,32,39,15.6,26,0,0.78,4.1,0
2006-01-21,34,18,26,2.5,39,0,0.04,0.6,5
2006-01-22,36,24,30,6.5,35,0,0,0,4
2006-01-23,30,23,26.5,3,38,0,T,T,3
2006-01-24,40,29,34.5,10.9,30,0,T,T,3
2006-01-25,35,25,30,6.4,35,0,0,0,1
2006-01-26,43,17,30,6.3,35,0,0,0,0
2006-01-27,51,35,43,19.2,22,0,0,0,0
2006-01-28,49,36,42.5,18.6,22,0,0.48,0,0
2006-01-29,50,39,44.5,20.5,20,0,0.28,0,0
2006-01-30,39,32,35.5,11.4,29,0,0.01,T,0
2006-01-31,38,30,34,9.8,31,0,0,0,0
2006-02-01,48,31,39.5,15.2,25,0,0,0,0
2006-02-02,43,27,35,10.5,30,0,0,0,0
2006-02-03,44,32,38,13.3,27,0,0.49,T,0
2006-02-04,32,25,28.5,3.7,36,0,0.02,0.4,0
2006-02-05,34,21,27.5,2.5,37,0,T,0.1,1
2006-02-06,36,20,28,2.8,37,0,0,0,0
2006-02-07,33,20,26.5,1.1,38,0,0,0,0
2006-02-08,30,21,25.5,-0.2,39,0,0.02,0.5,0
