route,routename,Month_Beginning,Avg_Weekday_Rides,Avg_Saturday_Rides,Avg_Sunday-Holiday_Rides,MonthTotal
136,Sheridan/LaSalle Express,09/01/2017,1980.4,0,0,39608
143,Stockton/Michigan Express,09/01/2017,1878,0,0,37561
146,Inner Drive/Michigan Express,09/01/2017,13286.7,11496.9,9691.5,371676
147,Outer Drive Express,09/01/2017,12253.9,9551.4,7546.3,330565
148,Clarendon/Michigan Express,09/01/2017,2451.5,0,0,49030
151,Sheridan,09/01/2017,15735,14025,11115.9,440405
152,Addison,09/01/2017,10654.4,4879.8,3477.4,254875
155,Devon,09/01/2017,7003,5681.8,4660.7,191773
156,LaSalle,09/01/2017,6576.4,0,0,131529
157,Streeterville/Taylor,09/01/2017,6514.3,0,0,130286
165,West 65th,09/01/2017,133.2,0,0,2664
169,69th-UPS Express,09/01/2017,232.3,26.9,0,4780
171,U. of Chicago/Hyde Park,09/01/2017,1010.1,281.3,183.8,22247
172,U. of Chicago/Kenwood,09/01/2017,1551.7,315.5,243.7,33514
192,U. of Chicago Hospitals Express,09/01/2017,817.8,0,0,16356
201,Central/Ridge,09/01/2017,2025.7,1165.1,0,46340
205,Chicago/Golf,09/01/2017,919.9,0,0,18398
206,Evanston Circulator,09/01/2017,853.6,0,0,17072
1001,Shuttle/Special Event Route,09/01/2017,80.2,349.1,332.6,5014
1,Bronzeville/Union Station,10/01/2017,1753.4,0,0,38574
2,Hyde Park Express,10/01/2017,3512.6,0,0,77278
3,King Drive,10/01/2017,18269.7,11751.3,8074.9,489313
4,Cottage Grove,10/01/2017,20778.4,12406.4,9655.4,555027
5,South Shore Night Bus,10/01/2017,511.3,566.1,499.2,16009
6,Jackson Park Express,10/01/2017,9643.5,8216.3,6616.4,278103
7,Harrison,10/01/2017,6144.4,0,0,135178
8,Halsted,10/01/2017,23350,11483.8,8545,602360
8A,South Halsted,10/01/2017,3039.2,1924.3,1484.5,81982
9,Ashland,10/01/2017,19165.3,16867.9,13619.7,557207
X9,Ashland Express,10/01/2017,9307,0,0,204755
11,Lincoln,10/01/2017,1366.3,595.6,527,35076
12,Roosevelt,10/01/2017,14107.2,8340.6,6465,376046
J14,Jeffery Jump,10/01/2017,10883.7,5113,3422.3,277004
15,Jeffery Local,10/01/2017,7361.6,4576.1,3498.4,197752
18,16th/18th,10/01/2017,4167.3,2490,2021.4,111748
19,United Center Express,10/01/2017,175.5,231.8,266.6,3299
20,Madison,10/01/2017,17197.5,9057.7,7213.5,450642
21,Cermak,10/01/2017,9790.8,6496.4,4903,265898
22,Clark,10/01/2017,16665.7,12768,10208.6,468759
24,Wentworth,10/01/2017,2843.8,0,0,62563
26,South Shore Express,10/01/2017,4574,0,0,100628
28,Stony Island,10/01/2017,6638.8,3066.3,2473.8,170687
29,State,10/01/2017,11649.7,7664,5975.3,316827
30,South Chicago,10/01/2017,3542.6,1906.8,899.5,90061
31,31st,10/01/2017,663.8,0,0,14603
34,South Michigan,10/01/2017,5106.4,3023.8,2722.5,138049
35,31st/35th,10/01/2017,5446.3,2531.8,2196.9,140929
36,Broadway,10/01/2017,11649.6,11095.7,9059.7,345972
37,Sedgwick,10/01/2017,1454.1,0,0,31990
39,Pershing,10/01/2017,2184.9,628.2,514.6,53154
43,43rd,10/01/2017,1502.8,678.5,521.7,38384
44,Wallace-Racine,10/01/2017,3783.9,1403.7,1121.2,94466
47,47th,10/01/2017,10518.1,6644.4,5129.9,283624
48,South Damen,10/01/2017,1041,0,0,22902
49,Western,10/01/2017,17358.9,13604.8,11087.7,491752
49B,North Western,10/01/2017,5811.2,3513,3070.4,157251
X49,Western Express,10/01/2017,7610.9,0,0,167439
50,Damen,10/01/2017,10428.8,4783.7,3617.4,266656
51,51st,10/01/2017,1513.7,833.6,665,39960
52,Kedzie/California,10/01/2017,12755.2,6661.3,5310,333809
52A,South Kedzie,10/01/2017,4468,1922.9,1493.8,113457
53,Pulaski,10/01/2017,19161.8,10974.7,8804.7,509483
53A,South Pulaski,10/01/2017,8917.3,3404.5,2412.3,221861
54,Cicero,10/01/2017,10982.7,6960.3,5720.5,298064
54A,North Cicero/Skokie Blvd.,10/01/2017,784.1,0,0,17251
54B,South Cicero,10/01/2017,3363.6,2299.9,1761.4,92006
55,Garfield,10/01/2017,10440.2,7405.3,6106.5,289838
55A,55th/Austin,10/01/2017,361.6,0,0,7956
55N,55th/Narragansett,10/01/2017,648.1,189.3,0,15016
56,Milwaukee,10/01/2017,8686,4119,3512.1,225129
57,Laramie,10/01/2017,2657.9,1050.3,707.4,66213
59,59th/61st,10/01/2017,3472.4,1688.7,0,83148
60,Blue Island/26th,10/01/2017,11803.9,5440.9,4385.3,303375
62,Archer,10/01/2017,10841.4,5788.7,4680.3,285067
62H,Archer/Harlem,10/01/2017,1068.4,452.1,0,25313
63,63rd,10/01/2017,16868.4,9903.8,8606.9,453754
63W,West 63rd,10/01/2017,1608,620.2,540.4,40560
65,Grand,10/01/2017,8775.3,4276.5,3205.8,226192
66,Chicago,10/01/2017,23299.3,13609.8,10366.4,618857
67,67th-69th-71st,10/01/2017,11481.3,6968.4,5757.1,309247
68,Northwest Highway,10/01/2017,1631.7,432,352.7,39390
70,Division,10/01/2017,9387.7,5080,3994.7,246823
71,71st/South Shore,10/01/2017,9397.5,6555.3,5540.7,260668
72,North,10/01/2017,14735.8,9826.3,8131.9,404153
73,Armitage,10/01/2017,6000,2538.8,1961.2,151962
74,Fullerton,10/01/2017,12749.7,7753.9,6373.7,343378
75,74th-75th,10/01/2017,7175.7,4385.7,3653.8,193676
76,Diversey,10/01/2017,11857.5,6173.9,4747.2,309296
77,Belmont,10/01/2017,21673.5,11927.6,9870,573879
78,Montrose,10/01/2017,8413.1,4214.2,3433.5,219112
79,79th,10/01/2017,24929.2,16108.4,13628.3,681018
80,Irving Park,10/01/2017,11590.2,6678.5,5830.2,310849
81,Lawrence,10/01/2017,11655,8141,6902.4,323485
81W,West Lawrence,10/01/2017,1893.2,831.5,593.6,47943
82,Kimball-Homan,10/01/2017,19105.9,10004.1,7753.5,499114
84,Peterson,10/01/2017,4064.2,1824.5,1387.4,103647
85,Central,10/01/2017,9659.7,5389.7,4590.7,257025
85A,North Central,10/01/2017,679.1,224,0,15837
86,Narragansett/Ridgeland,10/01/2017,3083,0,0,67827
87,87th,10/01/2017,12521.2,7980,6253.6,338655
88,Higgins,10/01/2017,1453.5,579.9,465.8,36626
90,Harlem,10/01/2017,4802.9,2616.8,2143.9,126850
91,Austin,10/01/2017,6969.9,3230.5,2702.2,179771
92,Foster,10/01/2017,6915.7,3194.9,2984.6,179849
93,California/Dodge,10/01/2017,3651.9,1522.7,0,86433
94,South California,10/01/2017,9267.9,4109.9,3390.1,237284
95,95th,10/01/2017,6149.9,3687.8,3069.8,165398
96,Lunt,10/01/2017,852.2,0,0,18748
97,Skokie,10/01/2017,2991.5,1859.8,1470.4,80604
X98,Avon Express,10/01/2017,36,0,0,757
100,Jeffery Manor Express,10/01/2017,705.7,0,0,15525
103,West 103rd,10/01/2017,2401.1,1182.3,948.1,62294
106,East 103rd,10/01/2017,1582,354.1,317.3,37808
108,Halsted/95th,10/01/2017,1272.4,0,0,27994
111,111th/King Drive,10/01/2017,3677.9,1884.8,1453.5,95721
111A,Pullman Shuttle,10/01/2017,194,143.9,140.5,5547
112,Vincennes/111th,10/01/2017,2270.2,978.8,674.2,57230
115,Pullman/115th,10/01/2017,3327.8,1669.3,1518.7,87482
119,Michigan/119th,10/01/2017,4423.1,3167.7,2401.4,121986
120,Ogilvie/Streeterville Express,10/01/2017,893.5,0,0,19657
121,Union/Streeterville Express,10/01/2017,1211.9,0,0,26662
124,Navy Pier,10/01/2017,1034.5,1179.3,736.8,31160
125,Water Tower Express,10/01/2017,1182.6,0,0,26018
126,Jackson,10/01/2017,5704.8,2558.5,1857.2,145025
128,Soldier Field Express,10/01/2017,861.4,0,1189.8,2051
132,Goose Island Express,10/01/2017,270.1,0,0,5943
134,Stockton/LaSalle Express,10/01/2017,3047.2,0,0,67039
135,Clarendon/LaSalle Express,10/01/2017,3330.2,0,0,73264
136,Sheridan/LaSalle Express,10/01/2017,1972.4,0,0,43392
143,Stockton/Michigan Express,10/01/2017,1907.1,0,0,41956
146,Inner Drive/Michigan Express,10/01/2017,12964.7,9840.2,8010.7,364637
147,Outer Drive Express,10/01/2017,11905.2,8683.5,7103.3,332165
148,Clarendon/Michigan Express,10/01/2017,2429.5,0,0,53449
151,Sheridan,10/01/2017,15694,13071.2,10130.8,448208
152,Addison,10/01/2017,10688.6,3681.1,3050.4,265126
155,Devon,10/01/2017,6916.5,4905.1,4358.6,193576
156,LaSalle,10/01/2017,6803.4,0,0,149675
157,Streeterville/Taylor,10/01/2017,6515.7,0,0,143345
165,West 65th,10/01/2017,140.4,0,0,3088
169,69th-UPS Express,10/01/2017,231.8,29.7,0,5219
171,U. of Chicago/Hyde Park,10/01/2017,1426.1,346.1,258.3,34051
172,U. of Chicago/Kenwood,10/01/2017,2335.4,423.4,412,55133
192,U. of Chicago Hospitals Express,10/01/2017,854.9,0,0,18808
201,Central/Ridge,10/01/2017,2179.2,1078.7,0,52257
205,Chicago/Golf,10/01/2017,914.3,0,0,20114
206,Evanston Circulator,10/01/2017,867.7,0,0,19089
1001,Shuttle/Special Event Route,10/01/2017,74,37.7,247.5,2770
1,Bronzeville/Union Station,11/01/2017,1658.9,0,0,34837
2,Hyde Park Express,11/01/2017,3322.1,0,0,69763
3,King Drive,11/01/2017,17060.4,10202,7795.8,438055
4,Cottage Grove,11/01/2017,20115,11901.7,8949.3,514768
5,South Shore Night Bus,11/01/2017,478.4,445.8,467,14166
6,Jackson Park Express,11/01/2017,9062.2,8092.2,5970.6,252529
7,Harrison,11/01/2017,5749.7,0,0,120743
8,Halsted,11/01/2017,21971.4,11480.4,7880.6,546724
8A,South Halsted,11/01/2017,2907.2,1828.6,1409.8,75415
9,Ashland,11/01/2017,18262.4,16131.9,11908.2,507579
X9,Ashland Express,11/01/2017,8834.7,0,0,185529
11,Lincoln,11/01/2017,1444.1,685.9,500.2,35569
12,Roosevelt,11/01/2017,13632.5,7851.9,5997.2,347675
J14,Jeffery Jump,11/01/2017,10762.6,5208,3434.7,264020
15,Jeffery Local,11/01/2017,7019.9,4326.6,3201.6,180732
18,16th/18th,11/01/2017,4117,2486.7,1849.4,105651
19,United Center Express,11/01/2017,230.6,213.7,232.2,3447
20,Madison,11/01/2017,16790.9,8558.5,6876.7,421226
21,Cermak,11/01/2017,9580.9,6139.9,4471.3,248114
22,Clark,11/01/2017,16163.9,12276.9,9573.4,436417
24,Wentworth,11/01/2017,2702.2,0,0,56746
26,South Shore Express,11/01/2017,4380.6,0,0,91992
28,Stony Island,11/01/2017,6269,2913.5,2156.9,154088
29,State,11/01/2017,10976.8,7243.4,5443.8,286706
30,South Chicago,11/01/2017,3414.5,1840.3,869.4,83413
31,31st,11/01/2017,674.3,0,0,14160
34,South Michigan,11/01/2017,4911.8,2886,2473.1,127057
35,31st/35th,11/01/2017,5190.9,2484.7,1938.4,128639
36,Broadway,11/01/2017,11535.8,10727.9,8251.4,326420
37,Sedgwick,11/01/2017,1396.6,0,0,29329
39,Pershing,11/01/2017,2020.9,576.8,438.3,46937
43,43rd,11/01/2017,1461.6,655.3,511.4,35871
44,Wallace-Racine,11/01/2017,3508.9,1357.6,1038.5,84310
47,47th,11/01/2017,9894.7,6228.4,4633.1,255867
48,South Damen,11/01/2017,984.6,0,0,20676
49,Western,11/01/2017,16694.8,13217.7,9937.1,453146
49B,North Western,11/01/2017,5390.9,3371.5,2709.6,140242
X49,Western Express,11/01/2017,7119.2,0,0,149504
50,Damen,11/01/2017,9846.4,4656.1,3105.7,240928
51,51st,11/01/2017,1460,762.4,621.4,36816
52,Kedzie/California,11/01/2017,12346.3,6823.9,4810.4,310620
52A,South Kedzie,11/01/2017,4209.7,1800.6,1368.1,102446
53,Pulaski,11/01/2017,18224.9,10387.5,8025.3,464400
53A,South Pulaski,11/01/2017,8117.3,2998.1,2000.7,192459
54,Cicero,11/01/2017,10541.6,6731.9,5309.1,274846
54A,North Cicero/Skokie Blvd.,11/01/2017,746,0,0,15667
54B,South Cicero,11/01/2017,3205.3,2384.5,1536.8,84533
55,Garfield,11/01/2017,9822.7,6724.5,5289.6,259623
55A,55th/Austin,11/01/2017,330,0,0,6930
55N,55th/Narragansett,11/01/2017,599.3,165.2,0,13246
56,Milwaukee,11/01/2017,8365.3,3812.7,3003.4,205939
57,Laramie,11/01/2017,2516.9,959.1,683.3,60108
59,59th/61st,11/01/2017,3195.4,1601.4,0,73509
60,Blue Island/26th,11/01/2017,11448.7,5256.2,4086.7,281882
62,Archer,11/01/2017,10293.3,5757.6,4289,260635
62H,Archer/Harlem,11/01/2017,1011.5,394,0,22817
63,63rd,11/01/2017,16037.3,9489.1,7849,413985
63W,West 63rd,11/01/2017,1501.2,632.1,490.8,36507
65,Grand,11/01/2017,8262.8,3837.1,2599.6,201865
66,Chicago,11/01/2017,22578.8,12970.9,9118.2,571630
67,67th-69th-71st,11/01/2017,10737.4,6856.4,5452.3,280173
68,Northwest Highway,11/01/2017,1501.9,404,313,34721
70,Division,11/01/2017,8964.5,4802.1,3737.8,226151
71,71st/South Shore,11/01/2017,8991.7,6073.6,4924.5,237742
72,North,11/01/2017,14233.1,9676.7,7216.3,373684
73,Armitage,11/01/2017,5728.2,2254.2,1708.7,137853
74,Fullerton,11/01/2017,12052.7,7220.8,5396.5,308973
75,74th-75th,11/01/2017,7057.8,4464.7,3491.8,183531
76,Diversey,11/01/2017,11305.9,5776.5,4074.5,280903
77,Belmont,11/01/2017,20999.6,11663.5,8725.6,531274
78,Montrose,11/01/2017,8132.2,4325.7,3092.6,203541
79,79th,11/01/2017,24378.3,16567.4,12833.4,642382
80,Irving Park,11/01/2017,11185.2,6423.9,5101.2,286092
81,Lawrence,11/01/2017,11239,7896.9,6260.2,298908
81W,West Lawrence,11/01/2017,1847.5,776.3,489,44348
82,Kimball-Homan,11/01/2017,18349.5,9678.1,7171.1,459907
84,Peterson,11/01/2017,3812.7,1711.9,1206.1,92944
85,Central,11/01/2017,9482.1,4997.5,4220.7,240218
85A,North Central,11/01/2017,633.8,259.7,0,14349
86,Narragansett/Ridgeland,11/01/2017,2791.9,0,0,58630
87,87th,11/01/2017,11974.9,7618.6,5801.5,310954
88,Higgins,11/01/2017,1357.4,571.2,400.2,32790
90,Harlem,11/01/2017,4581.2,2597.2,1871.3,115951
91,Austin,11/01/2017,6727.2,3037.7,2407.2,165458
92,Foster,11/01/2017,6523,3103.3,2611.1,162451
93,California/Dodge,11/01/2017,3509.4,1437.3,0,79446
94,South California,11/01/2017,8830,3636.6,3061.4,215283
95,95th,11/01/2017,5835.5,3512.4,2746.8,150329
96,Lunt,11/01/2017,828.6,0,0,17400
97,Skokie,11/01/2017,2929.7,1890.9,1321.6,75695
X98,Avon Express,11/01/2017,32.9,0,0,625
100,Jeffery Manor Express,11/01/2017,614.3,0,0,12900
103,West 103rd,11/01/2017,2181.7,1099.9,846.3,54447
106,East 103rd,11/01/2017,1339.9,384.1,296.1,31154
108,Halsted/95th,11/01/2017,1195.5,0,0,25106
111,111th/King Drive,11/01/2017,3556,1862.6,1396.4,89108
111A,Pullman Shuttle,11/01/2017,201.8,154.4,122.9,5471
112,Vincennes/111th,11/01/2017,2047.5,898.1,606.8,49625
115,Pullman/115th,11/01/2017,3213.7,1543.7,1425.6,80790
119,Michigan/119th,11/01/2017,4444.9,2868.7,2266.1,116148
120,Ogilvie/Streeterville Express,11/01/2017,885.9,0,0,18604
121,Union/Streeterville Express,11/01/2017,1189.2,0,0,24973
124,Navy Pier,11/01/2017,973.1,953,612.2,27309
125,Water Tower Express,11/01/2017,1154.4,0,0,24243
126,Jackson,11/01/2017,5392.2,2335.7,1828.9,131724
128,Soldier Field Express,11/01/2017,0,0,861.2,1722
132,Goose Island Express,11/01/2017,245.4,0,0,5153
134,Stockton/LaSalle Express,11/01/2017,2886.5,0,0,60617
135,Clarendon/LaSalle Express,11/01/2017,3085,0,0,64784
136,Sheridan/LaSalle Express,11/01/2017,1883.5,0,0,39553
143,Stockton/Michigan Express,11/01/2017,1844.4,0,0,38733
146,Inner Drive/Michigan Express,11/01/2017,12327.5,9530.5,8005.8,337028
147,Outer Drive Express,11/01/2017,11632.3,8367.3,6811.1,311802
148,Clarendon/Michigan Express,11/01/2017,2330.7,0,0,48944
151,Sheridan,11/01/2017,15222.9,11991.1,8961.8,412455
152,Addison,11/01/2017,9757.9,3548.3,2350.3,230860
155,Devon,11/01/2017,6528.3,4736.4,3911.9,175600
156,LaSalle,11/01/2017,6500.5,0,0,136510
157,Streeterville/Taylor,11/01/2017,6334.8,0,0,133030
165,West 65th,11/01/2017,140.8,0,0,2957
169,69th-UPS Express,11/01/2017,256,32.8,0,5507
171,U. of Chicago/Hyde Park,11/01/2017,1535.3,309.5,238.4,34670
172,U. of Chicago/Kenwood,11/01/2017,2272.7,460.3,382.7,51482
192,U. of Chicago Hospitals Express,11/01/2017,827,0,0,17366
201,Central/Ridge,11/01/2017,2241.4,1072.3,0,51358
205,Chicago/Golf,11/01/2017,896,0,0,18815
206,Evanston Circulator,11/01/2017,865,0,0,18165
1001,Shuttle/Special Event Route,11/01/2017,19.6,27.4,117.7,992
1,Bronzeville/Union Station,12/01/2017,1479.4,0,0,29588
2,Hyde Park Express,12/01/2017,2797.2,0,0,55944
3,King Drive,12/01/2017,15175.4,9907.8,6670,393068
4,Cottage Grove,12/01/2017,18611.9,12122,8380.9,483132
5,South Shore Night Bus,12/01/2017,433.7,475.4,393.5,13413
6,Jackson Park Express,12/01/2017,8136.7,7410,5226.3,231142
7,Harrison,12/01/2017,4390.7,0,0,87814
8,Halsted,12/01/2017,18188.2,10467.9,6687.7,456230
8A,South Halsted,12/01/2017,2648.4,1924,1217.7,69894
9,Ashland,12/01/2017,16710.3,16070.1,10690.2,478697
X9,Ashland Express,12/01/2017,7814.5,0,0,156290
11,Lincoln,12/01/2017,1303.7,724.8,457.2,32441
12,Roosevelt,12/01/2017,12232.3,7629.5,5239.8,314232
J14,Jeffery Jump,12/01/2017,10083.4,5196.3,3215.3,246941
15,Jeffery Local,12/01/2017,6473.2,4325.9,2946.3,168771
18,16th/18th,12/01/2017,3571,2314.5,1661.4,92960
19,United Center Express,12/01/2017,206.2,89.4,145.6,3531
20,Madison,12/01/2017,15536.2,8530.2,6090,389915
21,Cermak,12/01/2017,8260.8,6244.8,3690,218580
22,Clark,12/01/2017,15510.6,12877.4,8940.9,428245
24,Wentworth,12/01/2017,2451.4,0,0,49028
26,South Shore Express,12/01/2017,3888.9,0,0,77778
28,Stony Island,12/01/2017,5549.8,2953.3,2006.4,137801
29,State,12/01/2017,10270.9,7182.1,5397.9,273716
30,South Chicago,12/01/2017,2949.9,1910.2,767.1,73151
34,South Michigan,12/01/2017,4530.4,2973.3,2305.2,119305
35,31st/35th,12/01/2017,4483.7,2472,1765.9,112628
36,Broadway,12/01/2017,11121.8,11259.5,7517,323835
37,Sedgwick,12/01/2017,1271.2,0,0,25425
39,Pershing,12/01/2017,1826.6,627,436.5,42285
43,43rd,12/01/2017,1339.7,682.4,473.5,33047
44,Wallace-Racine,12/01/2017,3108.6,1478.8,935.6,75179
47,47th,12/01/2017,9009.4,6420.2,4162.3,237263
48,South Damen,12/01/2017,890.9,0,0,17818
49,Western,12/01/2017,15134.8,12823,8588.9,418345
49B,North Western,12/01/2017,4925,3377.3,2421.8,129918
X49,Western Express,12/01/2017,6266.5,0,0,125330
50,Damen,12/01/2017,8802.1,4376.7,2644.4,213791
51,51st,12/01/2017,1295,770,509.3,32805
52,Kedzie/California,12/01/2017,11318.6,6882,4250.4,286284
52A,South Kedzie,12/01/2017,3770.8,1741.6,1105.1,90754
53,Pulaski,12/01/2017,16804.8,10536.8,7365.2,432973
53A,South Pulaski,12/01/2017,6767,2852.5,1620.7,159327
54,Cicero,12/01/2017,9809.3,6989.1,4868.7,260344
54A,North Cicero/Skokie Blvd.,12/01/2017,661.2,0,0,13224
54B,South Cicero,12/01/2017,2815,2311.9,1320.6,75783
55,Garfield,12/01/2017,8542.1,5842.9,4251.3,225564
55A,55th/Austin,12/01/2017,300.8,0,0,6017
55N,55th/Narragansett,12/01/2017,516.2,177.2,0,11210
56,Milwaukee,12/01/2017,7780.8,3971.9,2641.8,191327
57,Laramie,12/01/2017,2304.3,1074.7,562.5,54835
59,59th/61st,12/01/2017,2883,1513,0,65224
60,Blue Island/26th,12/01/2017,9600.2,4964,3437.4,237448
62,Archer,12/01/2017,9196,5501.4,3821,234353
62H,Archer/Harlem,12/01/2017,920.7,453,0,20678
63,63rd,12/01/2017,14542.7,9720.5,7070.4,381879
63W,West 63rd,12/01/2017,1304.5,592.5,432,31644
65,Grand,12/01/2017,7583.1,3800.2,2517.3,185768
66,Chicago,12/01/2017,21046.2,12560.8,8291,533473
67,67th-69th-71st,12/01/2017,9878.8,6949.4,4978,262191
68,Northwest Highway,12/01/2017,1366.7,399,279.1,31004
70,Division,12/01/2017,8183,4466.7,3350.2,206094
71,71st/South Shore,12/01/2017,8520.4,6453.4,4671.1,230701
72,North,12/01/2017,13176.1,9226.3,6468.8,348466
73,Armitage,12/01/2017,5116.9,2420.1,1464.2,123223
74,Fullerton,12/01/2017,10593.5,6999.7,4549.7,274166
75,74th-75th,12/01/2017,6464,4590.6,3185.8,171347
76,Diversey,12/01/2017,10288.3,6051.4,3407.7,256469
77,Belmont,12/01/2017,18502,11296.2,7556.3,471858
78,Montrose,12/01/2017,6999.8,4157.8,2775.1,177436
79,79th,12/01/2017,22911.5,16331.5,11860.2,611048
80,Irving Park,12/01/2017,10112.1,6501.7,4466.7,261551
81,Lawrence,12/01/2017,10336.8,7792,5710.9,279962
81W,West Lawrence,12/01/2017,1654.4,788,455.1,39759
82,Kimball-Homan,12/01/2017,16386.9,9250.2,6205.5,411222
84,Peterson,12/01/2017,3443.7,1663.4,1089.1,83726
85,Central,12/01/2017,8468.6,5150.9,3829.1,218101
85A,North Central,12/01/2017,605.3,256.8,0,13389
86,Narragansett/Ridgeland,12/01/2017,2159,0,0,43180
87,87th,12/01/2017,11175.2,7701.4,5175.1,293062
88,Higgins,12/01/2017,1234,561,363.9,29669
90,Harlem,12/01/2017,4156.7,2732,1668.6,106806
91,Austin,12/01/2017,5970.8,3022.5,2106.9,147170
92,Foster,12/01/2017,5766.7,3102.7,2214.7,144137
93,California/Dodge,12/01/2017,3192.3,1427.1,0,70982
94,South California,12/01/2017,7771.3,3895.8,2707,191147
95,95th,12/01/2017,5248.5,3604.5,2553.3,138312
96,Lunt,12/01/2017,742.2,0,0,14843
97,Skokie,12/01/2017,2654.6,1863.2,1175.7,69463
X98,Avon Express,12/01/2017,15.3,0,0,275
100,Jeffery Manor Express,12/01/2017,542.9,0,0,10858
103,West 103rd,12/01/2017,1979,1115.5,808.6,50009
106,East 103rd,12/01/2017,1120.6,434.4,267,26186
108,Halsted/95th,12/01/2017,1086.1,0,0,21723
111,111th/King Drive,12/01/2017,3141.5,1990.2,1272.8,80418
111A,Pullman Shuttle,12/01/2017,191.8,181.7,111.6,5413
112,Vincennes/111th,12/01/2017,1902.9,840.6,535.4,45473
115,Pullman/115th,12/01/2017,2859.1,1532.5,1240.3,72287
119,Michigan/119th,12/01/2017,4111.9,2933.1,2225.5,110257
120,Ogilvie/Streeterville Express,12/01/2017,813.5,0,0,16270
121,Union/Streeterville Express,12/01/2017,1065.7,0,0,21314
124,Navy Pier,12/01/2017,936.2,977.6,712.7,27888
125,Water Tower Express,12/01/2017,1090,0,0,21799
126,Jackson,12/01/2017,4756.5,2378.6,1592.1,116575
128,Soldier Field Express,12/01/2017,0,0,985.8,1972
132,Goose Island Express,12/01/2017,199.6,0,0,3992
134,Stockton/LaSalle Express,12/01/2017,2468.6,0,0,49372
135,Clarendon/LaSalle Express,12/01/2017,2728.2,0,0,54564
136,Sheridan/LaSalle Express,12/01/2017,1631.2,0,0,32624
143,Stockton/Michigan Express,12/01/2017,1536.8,0,0,30736
146,Inner Drive/Michigan Express,12/01/2017,11759.1,9670.3,7023.2,325673
147,Outer Drive Express,12/01/2017,10877.4,8634.7,5920.4,296244
148,Clarendon/Michigan Express,12/01/2017,2070.9,0,0,41418
151,Sheridan,12/01/2017,14581.2,13266.2,8325.9,407910
152,Addison,12/01/2017,8754.3,3741.6,2153.9,206718
155,Devon,12/01/2017,5989.4,4604.2,3483,163707
156,LaSalle,12/01/2017,5869.6,0,0,117393
157,Streeterville/Taylor,12/01/2017,4774.7,0,0,95495
165,West 65th,12/01/2017,136.6,0,0,2733
169,69th-UPS Express,12/01/2017,258,39.3,0,5317
171,U. of Chicago/Hyde Park,12/01/2017,901,179.4,144.7,19786
172,U. of Chicago/Kenwood,12/01/2017,1097.3,264.9,173.3,24310
192,U. of Chicago Hospitals Express,12/01/2017,735.7,0,0,14714
201,Central/Ridge,12/01/2017,1703.2,995.9,0,39043
205,Chicago/Golf,12/01/2017,809.8,0,0,16196
206,Evanston Circulator,12/01/2017,729.2,0,0,14584
1001,Shuttle/Special Event Route,12/01/2017,46.2,27.7,53.1,1381
1,Bronzeville/Union Station,01/01/2018,1706.7,0,0,37548
2,Hyde Park Express,01/01/2018,3237.9,0,0,71233
3,King Drive,01/01/2018,14799.4,9208.3,6422.1,394531
4,Cottage Grove,01/01/2018,18139,11434.9,7896.8,484283
5,South Shore Night Bus,01/01/2018,393.1,381.3,320.8,11778
6,Jackson Park Express,01/01/2018,7727.5,7212.1,4947.7,223591
7,Harrison,01/01/2018,4839.3,0,0,106465
8,Halsted,01/01/2018,19098.8,10646.7,6993.8,497729
8A,South Halsted,01/01/2018,2528.3,1725.5,1137.2,68211
9,Ashland,01/01/2018,16217.1,15041.5,10247.3,468180
X9,Ashland Express,01/01/2018,7838,0,0,172437
11,Lincoln,01/01/2018,1348,716.2,412,34580
12,Roosevelt,01/01/2018,11700.7,6707.7,5063.1,309562
J14,Jeffery Jump,01/01/2018,9932.7,4684.7,2885.1,251684
15,Jeffery Local,01/01/2018,6534.4,4386.5,2884.4,175724
18,16th/18th,01/01/2018,3461.9,2150.6,1481.9,92174
19,United Center Express,01/01/2018,205.8,186.3,165.9,3671
20,Madison,01/01/2018,15266.6,8500.1,6053.6,400133
21,Cermak,01/01/2018,7603.5,5740.4,3470.1,207590
22,Clark,01/01/2018,15042.6,11717.9,8779.8,421708
24,Wentworth,01/01/2018,2411.6,0,0,53056
26,South Shore Express,01/01/2018,3901.8,0,0,85840
28,Stony Island,01/01/2018,5527.1,2718.3,1844.4,141691
29,State,01/01/2018,9699.5,6094.5,4693.6,261236
30,South Chicago,01/01/2018,2882.4,1729.1,726.1,73959
31,31st,01/01/2018,505.8,0,0,11127
34,South Michigan,01/01/2018,4541.3,3009.6,2197.8,122937
35,31st/35th,01/01/2018,4564.4,2389.5,1603.8,117994
36,Broadway,01/01/2018,11228.4,10634.2,7857.5,328850
37,Sedgwick,01/01/2018,1450.8,0,0,31919
39,Pershing,01/01/2018,1769.6,585.9,446.1,43506
43,43rd,01/01/2018,1259.2,631.3,425.2,32353
44,Wallace-Racine,01/01/2018,3056.8,1287.8,890,76851
47,47th,01/01/2018,8611.9,5760.9,3890.5,231958
48,South Damen,01/01/2018,889.4,0,0,19567
49,Western,01/01/2018,14600.9,12031.5,8236.5,410529
49B,North Western,01/01/2018,4818.2,3083.9,2273.4,129704
X49,Western Express,01/01/2018,6113,0,0,134485
50,Damen,01/01/2018,8983.1,4411.4,2847,229510
51,51st,01/01/2018,1397.9,695.9,508.4,36079
52,Kedzie/California,01/01/2018,11188.6,6389.6,4208.1,292747
